id;spp;countryCode;stateProvince;locality;lon;lat
27583;Myrcia splendens ;VE;BolÃ­var;Piar, Amaruay-tepui. Steep slope on W side of tepui up to wall. Forest (20 to 30 m tall trees), open area near wall, and wet, dripping wall. Alt. 550 to 800 m. 5Âº55'N, 62Âº15'W.;-62.25;5.91666
27590;Myrcia splendens ;VE;BolÃ­var;3 km S of El Pauji.;-61.583333;4.5
27593;Myrcia splendens ;EC;Esmeraldas;Reserva EcolÃ³gica Cotacachi-Cayapas. Parroquia Luis Vargas Torres. RÃ­o Santiago, Estero Angostura. Bosque muy hÃºmedo Tropical. Bosque primario sobre colinas disectadas.;-78.75;-0.816667
27595;Myrcia splendens ;EC;Carchi;Reserva Etnica AwÃ¡. Parroquia El Chical. Centro San Marcos. Bosque muy hÃºmedo Premontano. Bosque primario alterado, terreno plano inundable.;-78.23333;-1.1
27599;Myrcia splendens ;EC;Carchi;Reserva Etnica AwÃ¡. Parroquia El Chical. Centro San Marcos. Bosque muy hÃºmedo Premontano. Bosque primario alterado, terreno plano inundable.;-78.23333;-1.1
27600;Myrcia splendens ;PE;Ucayali;Bosque Nacional Alexander von Humboldt.  Pucallpa - Tingo MarÃ­a Road.  Carretera de extracciÃ³n.;-75;-8.66666
27611;Myrcia splendens ;VE;Amazonas;Atabapo. Slope of Cerro de Marahuaca, RÃ­o Yameduaka arriba;;
27614;Myrcia splendens ;PE;Tumbes;"Distrito Matapalo.  Entre P.C. """"""""El caucho"""""""" y P.C. """"""""Campoverde"""""""".  Bosque Nacional de Tumbes.  Reserva de BiÃ³sfera del Noroeste. Parcela 2 mt. x 500 m. paralela a la parcela """"""""V"""""""".";-80.25916;-3.84138
27615;Myrcia splendens ;PE;Tumbes;"Distrito Matapalo.  Entre P.C. """"""""El caucho"""""""" y P.C. """"""""Campoverde"""""""".  Bosque Nacional de Tumbes.  Reserva de BiÃ³sfera del Noroeste.";-80.25916;-3.84138
27617;Myrcia splendens ;PE;Tumbes;"Distrito Matapalo.  Entre P.C. """"""""El caucho"""""""" y P.C. """"""""Campoverde"""""""".  Bosque Nacional de Tumbes.  Reserva de BiÃ³sfera del Noroeste.";-80.25916;-3.84138
27618;Myrcia splendens ;VE;Amazonas;RÃ­o Negro. 1.5 km south of Cerro de La La Neblina Base Camp which is on RÃ­o Mawarinuma. On ridge of hills. Elev. 190-340 m. 0Âº50'N, 66Âº10'W.;-66.166667;0.833333
27620;Myrcia splendens ;VE;Amazonas;ATURES: RÃ­o Coro-Coro at settlement of Yutaje. Secondary forest surrounding dwellings.;-66.11666;5.60833
27621;Myrcia splendens ;PE;Amazonas;"Jaipe: Fundo """"""""El ParaÃ­so"""""""".";-77.966667;-6.166667
27625;Myrcia splendens ;VE;BolÃ­var;PIAR: RÃ­o AparamÃ¡n, at rapids of Yuray-merÃº, tributary of RÃ­o Acanan, SW base of Amaruay- tepui. E of Auyan-tepui, W of Aparaman- tepui. 500 m. 5Âº55'N, 62Âº15'W. Seasonally dry forest.;-62.25;5.91666
27627;Myrcia splendens ;VE;Lara;Distr. Moran. Carretera de Humocaro Bojo via Las Palmitas. Vegetation secundaria seca. Matorral.;-69.96722;9.68
27632;Myrcia splendens ;PE;Cusco;Camanti, Quince Mil;;
27636;Myrcia splendens ;EC;Cotopaxi;Along road between El CorazÃ³n and Angamarca, along    side    road    to    Yasaucho,    0.3-0.4    km    off    of    main    road,    3.1    km    above    main    square    in    El    CorazÃ³n.;-79.05;-1.13333
27637;Myrcia splendens ;PE;Loreto;Iquitos, Manacamiri, bosque (Tahuanpa) en los alrededores del poblado.;-73.283611;-3.717778
27639;Myrcia splendens ;PE;Loreto;Caserio de Huanta, RÃ­o Orosa, a 5 minutos de la boca;;
27641;Myrcia splendens ;EC;Los RÃ­os;Alrededores del Cerro Centinela, 10 km al oeste [este] de Patricia Pilar, La PirÃ¡mide. Bosque secundario. Bosque muy hÃºmedo Premontano.;-79.332778;-1.665833
27643;Myrcia splendens ;CO;Huila;Along road NE past El Caguan toward Cerro Neiva (NE of Neiva);;
27644;Myrcia splendens ;VE;BolÃ­var;Along road from IcarabÃº to Santa Elena, 17-26 km northeast of IcabarÃº;;
27645;Myrcia splendens ;VE;BolÃ­var;PIAR: Savanna of Amaruay- tepui, E of Auyan-tepui, W of AparamÃ¡n- tepui. 500 m. 5Âº55'N, 62Âº16'W.;-62.26666;5.91666
27647;Myrcia splendens ;CO;ChocÃ³;Corregimiento El Valle, camino entre El Valle y cabaÃ±as Punta Roca.;-76.43333;6.35
27648;Myrcia splendens ;CO;ChocÃ³;Corregimiento El Valle, trocha El Valle-Boro Boro.;-76.43333;6.35
27649;Myrcia splendens ;PE;Cusco;Chontachaca a Pillahuata. La ceja de selva entre Chontachaca y Pillahuata, Bosque de neblina, presencia de Alnus, Rauvolfia.;-71.38333;-13
27653;Myrcia splendens ;PE;Madre de Dios;Las Piedras. Cusco AmazÃ³nico.  Plantas colectadas en el claro del albergue.;-69.05;-12.48333
27656;Myrcia splendens ;PE;Loreto;RÃ­o MamÃ³n near RÃ­o Nanay.;-73.265556;-3.690833
27660;Myrcia splendens ;PE;Cusco;Dto. Camanti, ManitÃ­. A lo largo del camino paralelo al RÃ­o ManitÃ­ hasta la uniÃ³n con la Quebrada Garrote. Bosque de terraza en suelo arenoso, levemente perturbado.;-70.8;-13.28333
27663;Myrcia splendens ;PE;Loreto;Quebrada Cuninico.;-75.15;-4.816667
27668;Myrcia splendens ;EC;Napo;8 km rÃ­o abajo de Misahualli. Terraza del RÃ­o Napo. Bosque Muy HÃºmedo Tropical. Bosque secundario. Suelo aluvial arenoso, fÃ©rtil.;-77.616667;-1.066667
27682;Myrcia splendens ;EC;Zamora-Chinchipe;RÃ­o Nangaritza. Miazi. Rocky river banks and adjacent forest. Tropical Premontane Wet Forest.;-78.666667;-4.3
27714;Myrcia splendens ;CO;Antioquia;"Vereda Calles.  Parque Nacional Natural """"""""Las OrquÃ­deas"""""""".  Margen derecha del RÃ­o Calles, en el filo NW de la CabaÃ±a de Calles.  bp-PM. Parcela G, subparcela G-20. Colectado con A. Duque, F. Giraldo, W. Rodriguez & J. Velez.";-76.31666;6.53333
27718;Myrcia splendens ;CO;Antioquia;"Vereda Calles.  Parque Nacional Natural """"""""Las OrquÃ­deas"""""""".  Margen derecha del RÃ­o Calles, en el filo NW de la CabaÃ±a de Calles.  bp-PM. Parcela G, subparcela G-23. Colectado con A. Duque, F. Giraldo, W. Rodriguez & J. Velez.";-76.31666;6.53333
27721;Myrcia splendens ;CO;Antioquia;"Vereda Calles.  Parque Nacional Natural """"""""Las OrquÃ­deas"""""""".  Margen derecha del RÃ­o Calles, en el filo NW de la CabaÃ±a de Calles.  bp-PM. Parcela G, subparcela G-22. Colectado con A. Duque, F. Giraldo, W. Rodriguez & J. Velez.";-76.31666;6.53333
27725;Myrcia splendens ;CO;Antioquia;"Vereda Calles.  Parque Nacional Natural """"""""Las OrquÃ­deas"""""""".  Margen derecha del RÃ­o Calles, en el filo NW de la CabaÃ±a de Calles.  bp-PM. Parcela G, subparcela G-16. Colectado con A. Duque, F. Giraldo, W. Rodriguez & J. Velez.";-76.31666;6.53333
27727;Myrcia splendens ;BR;SÃ£o Paulo;Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar.;-46;-23.58333
27736;Myrcia splendens ;BR;SÃ£o Paulo;Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 7;-46;-23.58333
27749;Myrcia splendens ;EC;Carchi;Parroquia Tobar Donoso. Reserva IndÃ­gena AwÃ¡. Centro El Baboso.   Bosque primario. Bosque muy hÃºmedo Premontano.;-78.416667;0.883333
27754;Myrcia splendens ;PE;Loreto;Rio Nanay, between Mishana and Puerto Almendras, seasonally inundated Tahuampa Forest.;-73.41666;-3.75
27755;Myrcia splendens ;PE;Loreto;Nauta, RÃ­o MaraÃ±on above mouth of RÃ­o Ucayali, upland forest and second growth on lateritic soil, alt. ca.;-73.5;-4.5
27756;Myrcia splendens ;EC;Pichincha;Maquipucuna, 5 km E of Nanegal, mature cloud forest. TRANSECT # 5;-78.61666;0.11666
27766;Myrcia splendens ;BO;La Paz;44.3 km N of (below) dam at Lago Zongo. Disturbed moist forest with some primary forest trees.;-68.03333;-16.08333
27771;Myrcia splendens ;PE;Loreto;RÃ­o Corrientes at the Ecuador border. Between Teniente Lopez and Puesto Avanzado.;-76.166667;-2.516667
27772;Myrcia splendens ;PE;Loreto;RÃ­o Nanay, near Morona cocha, just N of Iquitos;;
27773;Myrcia splendens ;PE;Loreto;Bosque Nacional von Humboldt. Km 86 Pucallpa-Tingo Maria road.;-73.2;-8.7
27774;Myrcia splendens ;PE;Loreto;Allpahuayo, C. I. IIAP, carretera Iquitos-Nauta, km 20.  Bosque primario.  Trocha #4. Inv. Forestal.;-73.5;-4.16666
27778;Myrcia splendens ;PE;Loreto;RÃ­o Itaya near Palo Seco (ca. 40 river kilometers above Iquitos);;
27779;Myrcia splendens ;BO;Beni;25 km E of Riberalta on the road to GuayaramarÃ­n. Path on left side. Primary forest.;-65.83333;-11.08333
27790;Myrcia splendens ;PE;JunÃ­n;Gran Pajonal, trail between Chequitavo and Kimporquis. Secondary forest.;-74.38333;-10.75
27795;Myrcia splendens ;PE;Madre de Dios;Tambopata Tourist Camp. Coca Cocha Lake.;-69.28333;-12.83333
27800;Myrcia splendens ;PE;Tumbes;"Matapalo, zona """"""""El Caucho-Campo Verde"""""""".  Parcela """"""""E"""""""" evaluaciÃ³n permanente. Colectado con H. Osores, M. Romero, M. Carero, R. OcaÃ±a, A. Grandez, H. DÃ­az & D. DÃ­az.";-80.25833;-3.84138
27803;Myrcia splendens ;PE;Loreto;RÃ­o Chambira. Bosque ribereÃ±o.;-75.16666;-4.16666
27804;Myrcia splendens ;EC;Carchi;Approx. 6 km above Maldonado, just below Puente de Palo.  Primary Montane Pluvial Forest, on steep slope and ridge crest above road.;-78.1;0.9
27806;Myrcia splendens ;EC;Carchi;Reserva Etnica AwÃ¡. Parroquia Chical. Centro Gualpi Medio. Bosque muy hÃºmedo Premontano. Bosque primario.;-78.26666;1.03333
27809;Myrcia splendens ;PE;Loreto;J. Herrera;;
27813;Myrcia splendens ;EC;Pichincha;Chiriboga, carretera vieja a Santo Domingo. Km 280-291 del Oleoducto, al borde del RÃ­o Saloya. Bosque alterado, junto a quebrada. Bosque muy hÃºmedo Montano Bajo. Transectos.;-78.78333;-0.2
27814;Myrcia splendens ;PE;Loreto;Distrito Iquitos.  Rio Nanay, caserio Lupuna.;-73.21388;-3.64277
27815;Myrcia splendens ;PE;Loreto;Distrito Iquitos.  Rio Nanay, cerca a Santa Clara.;-73.387;-3.8038
27816;Myrcia splendens ;PE;Loreto;Distrito Iquitos.  Puerto Almendra.;-73.41666;-3.8
27817;Myrcia splendens ;PE;Loreto;Distrito Iquitos.  Puerto Almendra.;-73.41666;-3.8
27819;Myrcia splendens ;PE;Loreto;Distrito Iquitos. Puerto Almendra (UNAP).;-73.376111;-3.827222
27820;Myrcia splendens ;EC;Esmeraldas;Lita-San Lorenzo road, 10-20 km NW of Lita.;-78.58333;0.91666
27826;Myrcia splendens ;EC;Pichincha;"Reserva FlorÃ­stica- EcolÃ³gica """"""""Rio Guajalito"""""""", Km 59 de la carr. antigua Quito-Sto Domingo de los Colorados, 3.5 km al NE de la carretera.  Estribaciones occidentales del VolcÃ¡n Pichincha.";-78.802778;-0.231389
27832;Myrcia splendens ;EC;Pastaza;2 km northeast of Mera. Premontane Rain Forest.;-78.1;-1.45
27833;Myrcia splendens ;PE;San MartÃ­n;Distrito Tocache Nueovo;;
27837;Myrcia splendens ;EC;Napo;RESERVA BIOLOGICA JATUN SACHA, 8 km. de Puerto de Misahualli, margen derecha del RÃ­o Napo. Bosque hÃºmedo tropical. Bosque primario.;-77.616667;-1.066667
27838;Myrcia splendens ;PE;Loreto;Explorama Inn Tourist Camp;;
27841;Myrcia splendens ;PE;Loreto;Mishana, RÃ­o Nanay.;-73.5;-3.83333
27842;Myrcia splendens ;EC;Carchi;Reserva Etnica AwÃ¡. Comunidad San Marcos, 25 km al NW de El Chical, parroquia Maldonado. Bosque pluvial Premontano.;-78.283333;-1.1
27843;Myrcia splendens ;EC;Carchi;Reserva Etnica AwÃ¡. Comunidad de Gualpi Medio. Bosque pluvial Premontano. Bosque primario.;-78.266667;1.016667
27847;Myrcia splendens ;BR;SÃ£o Paulo;Carlos Botelho State Park, RiberÃ£o Branco, Km 55, ca. 23 km S of Park Headquarters. Transect 8;-46.93333;-24.25
27848;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, Norte de Apolo, San Fermin, campamento cumbre. Bosque montano pluviestacional, con Juglans boliviana, Pouteria spp., Chrysophylum spp., Clarisia racemosa y C. biflora. Plantas secadas en campo.;-68.73;-14.153611
27858;Myrcia splendens ;EC;Zamora-Chinchipe;Centro Shuar Kurints. Cordillera Kunku Naint (Cordillera de la Ciudad). Reserva Tukupi Nunke. Bosque pluvial montano bajo. Bosque muy denso, Ã¡rboles hasta 35 m, sobre roca arenisca. Participantes de la comunidad Kurints: Pedro y Julio Tentets.;-78.958333;-3.741667
27875;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, NW de Apolo, senda Azariamas - San FermÃ­n.;-68.740944;-14.160917
27877;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, NW de Apolo, senda Azariamas-San FermÃ­n.;-68.733861;-14.156083
27883;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, NW de Apolo, senda Azariamas-San FermÃ­n.;-68.741417;-14.147889
27885;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, NW de Apolo, senda Azariamas-San FermÃ­n.;-68.735972;-14.147944
27922;Myrcia splendens ;PE;Cajamarca;Distrito Huarango. Cordillera Huarango (prolongaciÃ³n al sur de la Cordillera del CÃ³ndor). Sector El Romerillo. Bosque primario arbolado, sobre suelo negro, inmediatamente debajo de la Cordillera, lado occidental.;-78.704444;-5.276389
28033;Myrcia splendens ;EC;Morona-Santiago;RegiÃ³n de la Cordillera del CÃ³ndor. Centro Shuar Maikuants. Cerro Wishiwishi Naint. Suelo rojo arcilloso. Bosque alto, dosel 30 m. Bosque hÃºmedo tropical.;-78.27388;-3.11361
28036;Myrcia splendens ;PE;Cusco;Dist. Camisea, Campamento San Martin-C, Camisea Production Unit. West of camp.;-72.69916;-11.78555
28064;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Madidi. NW de Apolo.;-68.688222;-14.553694
28151;Myrcia splendens ;EC;Zamora-Chinchipe;Area of the EstaciÃ³n Cientifica San Francisco, road Loja-Zamora, ca. 35 km from Loja, montane tropical forest;-79.06666;-3.96666
28155;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi. rio Tuichi, Virgen del Rosario, cerro Cuatro Vientos, al sur de la comunidad. Bosque montano hÃºmedo con Euterpe sp., Socratea exorrhiza, Miconia spp., Brosimun alicastrum e Ilex spp. Plantas secadas en campo.;-68.700833;-14.599722
28289;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, Azariamas, Rio San Juan.;-68.639722;-14.198611
28459;Myrcia splendens ;EC;Cotopaxi;Reserva EcolÃ³gica Los Ilinizas, Sector II (Sector Sur), sector Chuspitambo, al occidente de ChoasillÃ­, Cordillera Occidental, vertiente occidental, bosque nublado primario y Ã¡rboles aislados en potrero.;-79.114722;-0.979167
28460;Myrcia splendens ;EC;Zamora-Chinchipe;Rio Bombuscara, about 2 km E Zamora city, gallery forest along the river;-78.94639;-4.06472
28467;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, Balcon Alto, al SE de Mojos Bosque montano pluvial con Topobea multiflora, Hedyosmum y Persea. Inventario fitosociologico Madidi 52. Plantas alcoholizadas.;-68.86194;-14.57888
28470;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, Lagunillas, entre Tokoake y Carjata Bosque subandino-montano pluvial con Dictyocaryum lamarckianum. Inventario fitosociologico Madidi 49. Plantas alcoholizadas.;-68.9475;-14.61555
28472;Myrcia splendens ;PE;Madre de Dios;Explorer's Inn, near the confluence of Rio Tambopata and Rio La Torre, 39 km. SW. of Puerto Moldonado. At 400 m. along the Capirona Trail.;-69.33333;-12.83333
28478;Myrcia splendens ;BO;La Paz;Area natural de Manejo Integrado Madidi, Crucero, entre Pata y Santa Cruz. Bosque de yungas subandino superior pluvial con Dictyocaryum lamarckianum, Hedyosmum sp. y Chaetocarpus myrsinites. Inventario fitosociologico Madidi 66. Plantas sin alcoholizar.;-68.61333;-14.65138
28479;Myrcia splendens ;BO;La Paz;Area natural de Manejo Integrado Madidi, Crucero, entre Pata y Santa Cruz. Bosque de yungas subandino superior pluvial con Dictyocaryum lamarckianum, Hedyosmum sp. y Chaetocarpus myrsinites. Inventario fitosociologico Madidi 66. Plantas sin alcoholizar.;-68.61333;-14.65138
28491;Myrcia splendens ;BO;La Paz;ANMI Apolobamba, Quita Calzon, subiendo ca. 200 m de la carretera. Bosque subandino inferior pluvial con Oenocarpus bataua. Inventario fitosociologico Madidi 30. Plantas alcoholizadas.;-68.51611;-15.15055
28515;Myrcia splendens ;BO;La Paz;Calabatea, entrando al N de la carretera Apolo Charazani. Bosque subandino superior pluvial con Dictyocaryum lamarckianum. Inventario fitosociologico Madidi 26.;-68.45138;-15.01027
28516;Myrcia splendens ;BO;La Paz;Correo, primeras manchas de bosque primario con Dictyocaryum por la carretera a Charazani. Bosque de yungas subandino superior pluvial. Inventario fitosociologico Madidi 23.;-68.434167;-14.968611
28517;Myrcia splendens ;BO;La Paz;Correo, primeras manchas de bosque primario con Dictyocaryum por la carretera a Charazani. Bosque de yungas subandino superior pluvial. Inventario fitosociologico Madidi 23.;-68.434167;-14.968611
28520;Myrcia splendens ;BO;La Paz;ANMI Apolobamba, Ininlaya, subiendo de Siata por senda de incienseros. Bosque montano pluvial con Ilex sp, Clusia sp y Chaetocarpus myrsinites. Inventario fitosociologico Madidi 20.;-68.63916;-15.19638
28529;Myrcia splendens ;BO;La Paz;ANMI Apolobamba, Marumpampa, subiendo serrania al N por senda reciente que llega hasta un cultivo de coca. Bosque montano pluvial con Nectandra cuspidata y Topobea multiflora. Exp.sur. Inventario fitosociologico Madidi 15.;-68.65277;-15.21055
28530;Myrcia splendens ;BO;La Paz;ANMI Apolobamba, Marumpampa, subiendo serrania al N por senda reciente que llega hasta un cultivo de coca. Bosque montano pluvial con Nectandra cuspidata y Topobea multiflora. Exp.sur. Inventario fitosociologico Madidi 15.;-68.65277;-15.21055
28535;Myrcia splendens ;BO;La Paz;Carpa antes de llegar al pueblo desde Charazani, subiendo al S de Carretera. Bosque subandino superior estacional con Trichilia spp y Cedrela sp. Inventario fitosociologico Madidi 8.;-68.69611;-15.21027
28539;Myrcia splendens ;EC;Esmeraldas;RÃ­o Cayapa, Zapallo Grande. In front of the village at rail was followed into the forest. Disturbed forest.;-78.916667;0.8
28545;Myrcia splendens ;EC;Zamora-Chinchipe;RegiÃ³n de la Cordillera del CÃ³ndor, sector sur. Parroquia San Francisco de Vergel. Cuenca alta del RÃ­o Vergel. Sendero a Sol Naciente. PÃ¡ramo arbustivo, dominado por Weinmannia, Clusia y Rubiaceae. Substrato de roca arenisca.;-78.955;-4.725833
28550;Myrcia splendens ;EC;Carchi;San Marcos. Along trail going by the school to RÃ­o Juan and back via Santiago Dinero's house. Ethnobot. inform.: Herman Dinero.;-78.333333;-1.116667
28556;Myrcia splendens ;EC;Napo;AÃ±angu, south bank of RÃ­o Napo 95 km downstream from Coca. [coordinate corrected from 0.32N to 0.32S];-76.383333;-0.533333
28557;Myrcia splendens ;EC;Napo;RÃ­o Cuyabeno. Collections along the riverside on both sides of the river from the mouth and two hours upstream.;-75.883333;-0.166667
28562;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Madidi. NW de Apolo.;-68.684278;-14.548944
28615;Myrcia splendens ;EC;Loja;Tapichalaca reserve, between Yangana and Valladolid;-79.13333;-4.48333
28705;Myrcia splendens ;PE;Loreto;Paucarillo Reserve, Project Amazonas, RÃ­o Amazonas.  Lowland terra firma, primary forest, 2 km away from the RÃ­o Orosa.;-72.40555;-3.69166
28708;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Wayrapata, 0,5 Km N del caserÃ­o. .;-68.492222;-15.086667
28709;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Wayrapata, a 0,7 Km NE del caserÃ­o.;-68.49;-15.085555
28710;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Wayrapata, 0,5 Km N del caserÃ­o. Bosque yungueÃ±o subandino superior pluvial con Lauraceae spp., Melastomataceae spp., Myrtaceae spp.y Helicostylis tovarensis;;
28737;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Wayrapata, 0,7 Km NE del caserÃ­o. Bosque yungueÃ±o subandino superior pluvial con Lauraceae spp, Melastomataceae spp. y Dictyocaryum lamarckianum ;;
28739;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Pauje Yuyo, a 0,8 Km NE de la Comunidad.;-68.458889;-15.038055
28740;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Wayrapata, a 0,7 Km NE del caserÃ­o. Bosque yungueÃ±o subandino superior pluvial con Lauraceae spp, Melastomataceae spp. y Socratea exorrhiza ;;
28787;Myrcia splendens ;GY;;Region: Upper Demerara-Berbice. Berbice River;;
28793;Myrcia splendens ;PE;Madre de Dios;Distrito Tambopata. Rio Madre de Dios, Albergue Reserva Amazonica. Bosque primario tropical lluvioso parcela 2w pantano;-69.28333;-12.83333
28814;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Pauje Yuyo, 1,7 Km NE de la Comunidad.;-68.448055;-15.041111
28827;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Pauje Yuyo, a 0,8 Km NE de la Comunidad.;-68.458889;-15.038055
28836;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Wayrapata, a 0,7 Km NE del caserÃ­o.;-68.49;-15.085555
28837;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Wayrapata, a 0,7 Km NE del caserÃ­o.;-68.49;-15.085555
28839;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Wayrapata, 0,5 Km N del caserÃ­o. Bosque yungueÃ±o subandino superior pluvial con Lauraceae spp., Melastomataceae spp., Myrtaceae spp.y Helicostylis tovarensis;;
28840;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Wayrapata, 1 Km NE del caserÃ­o. Bosque yungueÃ±o subandino superior pluvial con Lauraceae spp., Melastomataceae spp. y Dictyocaryum lamarckianum;;
28841;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Wayrapata, 1 Km NE del caserÃ­o. Bosque yungueÃ±o subandino superior pluvial con Lauraceae spp., Melastomataceae spp. y Dictyocaryum lamarckianum;;
28843;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Apolobamba, Wayrapata, 1 Km NE del caserÃ­o. Bosque yungueÃ±o subandino superior pluvial con Lauraceae spp., Melastomataceae spp. y Dictyocaryum lamarckianum;;
28864;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, Campamento Eslabon.;-67.947222;-14.459167
28867;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, Campamento Eslabon. Terraza aluvial alta del rio Eslabon con Geonoma deversa, Socratea, Iriartea, Phytelefas macrocarpa, Hasseltia floribunda, Hyeronima sp. y Otoba parvifolia.;-67.9575;-14.453889
28868;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, Campamento Eslabon. Terraza aluvial alta del rio Eslabon con Geonoma deversa, Socratea, Iriartea, Phytelefas macrocarpa, Hasseltia floribunda, Hyeronima sp. y Otoba parvifolia.;-67.9575;-14.453889
28885;Myrcia splendens ;VE;Amazonas;Rock outcrop on edge of river and forest on top of outcrop. Ca. 4 km up Casiquiare from Boca de Casiquiare on RÃ­o Negro.;-67.06666;2.01666
28894;Myrcia splendens ;EC;Morona-Santiago;Parque Nacional Sangay. Parroquia ZuÃ±a. Loma Tigrillo. Bosque secundario. TopografÃ­a pendiente 40 %. Presencia de pequeÃ±os esteros.;-78.24777;-2.22055
28896;Myrcia splendens ;EC;Cotopaxi;CantÃ³n Sigchos, Bajo Triunfo Grande, bosque a mano izquierda de vÃ­a Triunfo Grande-Las Pampas.;-78.998055;-0.515278
28897;Myrcia splendens ;EC;Cotopaxi;CantÃ³n Sigchos, Triunfo Grande, a 35 km de Sigchos, en el monte de una quebrada.;-78.961111;-0.534167
28898;Myrcia splendens ;EC;Cotopaxi;CantÃ³n Sigchos, Triunfo Grande, 35 km de Sigchos, vÃ­a Sigchos-Las Pampas, finca del Sr. Galo Roballo.;-78.978611;-0.534444
28902;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, subiendo 3 horas al E de Virgen del Rosario.;-68.716667;-14.614167
28920;Myrcia splendens ;VE;Amazonas;Open area and disturbed forest. Solano on Brazo Casiquiare 20 km NE of San Carlos de RÃ­o Negro.;-66.95;2
28921;Myrcia splendens ;VE;Amazonas;Open area and disturbed forest. Solano on Brazo Casiquiare 20 km NE of San Carlos de RÃ­o Negro.;-66.95;2
28922;Myrcia splendens ;VE;Amazonas;0.5 to 3 km N of San Carlos de RÃ­o Negro. Disturbed forest.;-67.06666;1.91666
28923;Myrcia splendens ;VE;Amazonas;0.5 to 3 km N of San Carlos de RÃ­o Negro. Disturbed forest.;-67.06666;1.91666
28927;Myrcia splendens ;VE;Amazonas;Disturbed forest SW of town, Sw of airstrip. San Carlos de RÃ­o Negro, ca. 20 km S of confluence of RÃ­o Negro and Brazo Casiquiare.;-67.066667;1.916667
28932;Myrcia splendens ;VE;FalcÃ³n;Disputed area between Estado FalcÃ³n and Estado Lara. Cerro Socopo. Secondary area and remnant cloud forest patches.;-70.61666;10.46666
28933;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi, quebrada Jatun Chiriuno, 31 km en linea recta al este de Apolo por el camino a San JosÃ© de Uchupiamonas;;
28939;Myrcia splendens ;PE;Pasco;Distrito Oxapampa. Parque Nacional Yanachaga ChemillÃ©n, camino del Refugio al Abra La Esperanza. Bosque primario.;-75.35;-10.53333
28960;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Madidi, Senda Apolo-San JosÃ© de Uchupiamonas, a 45 minutos hacia el Noroeste de Naranjal, en depresiÃ³n topogrÃ¡fica. Parcela Temporal de Muestreo (0,1 ha)No 98.;-68.376056;-14.591055
28977;Myrcia splendens ;EC;Napo;RÃ­o Gueppi, tributary of RÃ­o Putumayo, frontier with Peru;;
28989;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Madidi, rÃ­o Hondo, arroyo Negro.;-67.801944;-14.653333
28994;Myrcia splendens ;BO;La Paz;Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme escasa pendiente, prÃ³ximo al rÃ­o Tequeje;-68.20888;-13.91638
29003;Myrcia splendens ;BO;La Paz;Senda Apolo-San JosÃ© de Uchupiamonas, a 10 minutos antes de llegar al arroyo PiÃ±alito, a lado derecho del camino.;-68.254722;-14.511389
29005;Myrcia splendens ;BO;La Paz;Ãrea Natural de Manejo Integrado Madidi. Senda Apolo-San Jose, 5 min antes de llegar al Naranjal. Parcela Temporal de Muestreo (0.05 ha) 54.;-68.353389;-14.601444
